lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos	context_normalized
Naturschönheit	NN	1848	1	vischer_aesthetik0202_1848-1497-43	 	er ist da, er scheint vorgefunden, das Bewußtsein hält ihn für gegeben, geoffenbart; und so findet die wahrhaft schöne Phantasie ihn vor und greift hinein, um sich Stoffe daraus zu nehmen, wie aus der Welt der eigentlichen Naturschönheit.	223:237	0:238	er iſt da , er ſcheint vorgefunden , das Bewußtſein hält ihn für gegeben , geoffenbart ; und ſo findet die wahrhaft ſchöne Phantaſie ihn vor und greift hinein , um ſich Stoffe daraus zu nehmen , wie aus der Welt der eigentlichen Naturſchönheit .	43	0:45	er sein da , er scheinen vorfinden , d Bewußtsein halten er für geben , offenbaren ; und so finden d wahrhaft schön Phantasie er vor und greifen hinein , um sich Stoff daraus zu nehmen , wie aus d Welt d eigentlich Naturschönheit .	PPER VAFIN ADV $, PPER VVFIN VVPP $, ART NN VVFIN PPER APPR VVPP $, VVFIN $. KON ADV VVFIN ART ADV ADJA NN PPER PTKVZ KON VVFIN PTKVZ $, KOUI PRF NN PAV PTKZU VVINF $, PWAV APPR ART NN ART ADJA NN $.	er ist da , er scheint vorgefunden , das Bewußtsein hält ihn für gegeben , offenbart ; und so findet die wahrhaft schöne Phantasie ihn vor und greift hinein , um sich Stoffe daraus zu nehmen , wie aus der Welt der eigentlichen Naturschönheit .
Naturschönheit	NN	1847	1	vischer_aesthetik0201_1847-1537-38	 	Dieser Stoff bleibt ganz passiv, alle Form geht vom Künstler aus; Stoff bedeutet hier blos Material, das für ästhetische Form erst verwandt werden soll, wie der Stein vom Baumeister, wogegen uns die übrige Naturschönheit, die uns in diesem Abschnitte vorliegt, nach allen übrigen Seiten einen schon geformten Stoff vor das Auge stellt, von welchem sich nur erst fragen soll, ob er so bleiben kann oder ob er einer Umschaffung bedarf, wenn wahrhaft Schönes soll entstehen können, einen Stoff, den wir als eine nur noch unreife, zur Umbildung bestimmte Form erkennen werden, als einen Stoff im Sinne der Vorlage, des Vorbilds.	206:220	0:624	Dieſer Stoff bleibt ganz paſſiv , alle Form geht vom Künſtler aus ; Stoff bedeutet hier blos Material , das für äſthetiſche Form erſt verwandt werden ſoll , wie der Stein vom Baumeiſter , wogegen uns die übrige Naturſchönheit , die uns in dieſem Abſchnitte vorliegt , nach allen übrigen Seiten einen ſchon geformten Stoff vor das Auge ſtellt , von welchem ſich nur erſt fragen ſoll , ob er ſo bleiben kann oder ob er einer Umſchaffung bedarf , wenn wahrhaft Schönes ſoll entſtehen können , einen Stoff , den wir als eine nur noch unreife , zur Umbildung beſtimmte Form erkennen werden , als einen Stoff im Sinne der Vorlage , des Vorbilds .	38	0:116	diese Stoff bleiben ganz passiv , alle Form gehen vom Künstler aus ; Stoff bedeuten hier bloß Material , die für ästhetisch Form erst verwenden werden sollen , wie d Stein vom Baumeister , wogegen wir d übrig Naturschönheit , die wir in diese Abschnitt vorliegen , nach alle übrig Seite eine schon geformt Stoff vor d Auge stellen , von welche sich nur erst fragen sollen , ob er so bleiben können oder ob er eine Umschaffung bedürfen , wenn wahrhaft schön sollen entstehen können , eine Stoff , die wir als eine nur noch unreif , zur Umbildung bestimmt Form erkennen werden , als eine Stoff im Sinn d Vorlage , d Vorbild .	PDAT NN VVFIN ADV ADJD $, PIAT NN VVFIN APPRART NN PTKVZ $. NN VVFIN ADV ADV NN $, PRELS APPR ADJA NN ADV VVPP VAINF VMFIN $, PWAV ART NN APPRART NN $, PWAV PPER ART ADJA NN $, PRELS PPER APPR PDAT NN VVFIN $, APPR PIAT ADJA NN ART ADV ADJA NN APPR ART NN VVFIN $, APPR PRELS PRF ADV ADV VVINF VMFIN $, KOUS PPER ADV VVINF VMFIN KON KOUS PPER ART NN VVFIN $, KOUS ADV ADJA VMFIN VVINF VMINF $, ART NN $, PRELS PPER KOKOM ART ADV ADV ADJA $, APPRART NN ADJA NN VVINF VAFIN $, KOUS ART NN APPRART NN ART NN $, ART NN $.	Dieser Stoff bleibt ganz passiv , alle Form geht vom Künstler aus ; Stoff bedeutet hier bloß Material , das für ästhetische Form erst verwandt werden soll , wie der Stein vom Baumeister , wogegen uns die übrige Naturschönheit , die uns in diesem Abschnitte vorliegt , nach allen übrigen Seiten einen schon geformten Stoff vor das Auge stellt , von welchem sich nur erst fragen soll , ob er so bleiben kann oder ob er einer Umschaffung bedarf , wenn wahrhaft Schönes soll entstehen können , einen Stoff , den wir als eine nur noch unreife , zur Umbildung bestimmte Form erkennen werden , als einen Stoff im Sinne der Vorlage , des Vorbilds .
Naturschönheit	NN	1846	1	vischer_aesthetik01_1846-5229-71	 	Ruge sagt, das Komische sey nicht selbst das Ideal, nur das erste Finden, das Erfinden der Schönheit (ebenda); aber das Komische ist so wenig als das Erhabene (vergl. §. 82, Anm.) eine Form der sich erst erzeugenden Schönheit, es ist eine Form des Schönen und sammt dem einfach Schönen und dem Erhabenen wird es auftreten zuerst in der unmittelbaren Weise der Naturschönheit, dann wahrhaft im Ideal.	360:374	0:399	Ruge ſagt , das Komiſche ſey nicht ſelbſt das Ideal , nur das erſte Finden , das Erfinden der Schönheit ( ebenda ) ; aber das Komiſche iſt ſo wenig als das Erhabene ( vergl. §. 82 , Anm. ) eine Form der ſich erſt erzeugenden Schönheit , es iſt eine Form des Schönen und ſammt dem einfach Schönen und dem Erhabenen wird es auftreten zuerſt in der unmittelbaren Weiſe der Naturſchönheit , dann wahrhaft im Ideal .	71	0:78	Rüge sagen , d Komische sein nicht selbst d Ideal , nur d erst Finden , d Erfinden d Schönheit ( ebenda ) ; aber d Komische sein so wenig als d Erhabene ( Vergl. §. 82 , Anm. ) eine Form d sich erst erzeugend Schönheit , es sein eine Form d Schöne und samt d einfach Schöne und d Erhabene werden es auftreten zuerst in d unmittelbar Weise d Naturschönheit , dann wahrhaft im Ideal .	NN VVFIN $, ART NN VAFIN PTKNEG ADV ART NN $, ADV ART ADJA NN $, ART NN ART NN $( ADV $( $. ADV ART NN VAFIN ADV PIS KOKOM ART NN $( NE $( CARD $, NN $( ART NN ART PRF ADV ADJA NN $, PPER VAFIN ART NN ART NN KON APPR ART ADV NN KON ART NN VAFIN PPER VVFIN ADV APPR ART ADJA NN ART NN $, ADV ADV APPRART NN $.	Rüge sagt , das Komische sei nicht selbst das Ideal , nur das erste Finden , das Erfinden der Schönheit ( ebenda ) ; aber das Komische ist so wenig als das Erhabene ( vergl. §. 82 , Anm. ) eine Form der sich erst erzeugenden Schönheit , es ist eine Form des Schönen und samt dem einfach Schönen und dem Erhabenen wird es auftreten zuerst in der unmittelbaren Weise der Naturschönheit , dann wahrhaft im Ideal .
Naturschönheit	NN	1850	1	pfeiffer_frauenfahrt02_1850-875-4	 	Doch gab es der Naturschönheiten so viele, daß diese zeitweisen Beschwerden leicht zu ertragen waren, ja sogar den Reiz des Ganzen noch hoben.	16:32	0:142	Doch gab es der Naturschönheiten so viele , daß diese zeitweisen Beschwerden leicht zu ertragen waren , ja sogar den Reiz des Ganzen noch hoben .	4	0:26	doch geben es d Naturschönheit so viel , daß diese zeitweise Beschwerde leicht zu ertragen sein , ja sogar d Reiz d Ganze noch heben .	KON VVFIN PPER ART NN ADV PIS $, KOUS PDAT ADJA NN ADJD PTKZU VVINF VAFIN $, ADV ADV ART NN ART NN ADV VVFIN $.	Doch gab es der Naturschönheiten so viele , daß diese zeitweisen Beschwerden leicht zu ertragen waren , ja sogar den Reiz des Ganzen noch hoben .
Naturschönheit	NN	1848	1	vischer_aesthetik0202_1848-974-18	 	Unser Gang bestätigt sich auch hier als der rechte, der diese Antinomie löst; wir schickten die Naturschönheit voraus, stiegen erst von da zur Phantasie auf, stellten den Zufall des Ergriffenwerdens von einem naturschönen Objecte auf den Uebergang, fiengen daher nicht mit dem Begriffe der Autonomie der Phantasie an, schlossen das Wählen, an welchem Rötscher noch hält, aus und ließen die Autonomie als Umgestaltung des in das Subject eingegangenen Stoffes erst werden.	96:110	0:470	Unſer Gang beſtätigt ſich auch hier als der rechte , der dieſe Antinomie löſt ; wir ſchickten die Naturſchönheit voraus , ſtiegen erſt von da zur Phantaſie auf , ſtellten den Zufall des Ergriffenwerdens von einem naturſchönen Objecte auf den Uebergang , fiengen daher nicht mit dem Begriffe der Autonomie der Phantaſie an , ſchloſſen das Wählen , an welchem Rötſcher noch hält , aus und ließen die Autonomie als Umgeſtaltung des in das Subject eingegangenen Stoffes erſt werden .	18	0:80	unsere Gang bestätigen sich auch hier als d recht , die diese Antinomie lösen ; wir schicken d Naturschönheit voraus , steigen erst von da zur Phantasie auf , stellen d Zufall d Ergreifenwerden von eine naturschön Objekt auf d Übergang , fangen daher nicht mit d Begriff d Autonomie d Phantasie an , schließen d Wählen , an welchem Rösche noch halten , aus und lassen d Autonomie als Umgestaltung d in d Subjekt eingegehen Stoff erst werden .	PPOSAT NN VVFIN PRF ADV ADV KOKOM ART ADJA $, PRELS PDAT NN VVFIN $. PPER VVFIN ART NN PTKVZ $, VVFIN ADV APPR ADV APPRART NN PTKVZ $, VVFIN ART NN ART NN APPR ART ADJA NN APPR ART NN $, VVFIN PAV PTKNEG APPR ART NN ART NN ART NN PTKVZ $, VVFIN ART NN $, APPR PWAT NN ADV VVFIN $, PTKVZ KON VVFIN ART NN KOKOM NN ART APPR ART NN ADJA NN ADV VAINF $.	Unser Gang bestätigt sich auch hier als der rechte , der diese Antinomie löst ; wir schickten die Naturschönheit voraus , stiegen erst von da zur Phantasie auf , stellten den Zufall des Ergriffenwerdens von einem naturschönen Objekte auf den Übergang , fingen daher nicht mit dem Begriffe der Autonomie der Phantasie an , schlossen das Wählen , an welchem Röscher noch hält , aus und ließen die Autonomie als Umgestaltung des in das Subjekt eingegangenen Stoffes erst werden .
Naturschönheit	NN	1881	1	rein_japan01_1881-453-30	 	Zwischen Ise-no-umi und dem östlichsten Theil des Binnenmeeres bilden die Provinzen Ise, Shima, Iga, Yamato, Kii, Kawachi und Idzumi zusammen ebenfalls eine gebirgige und an Naturschönheiten sehr reiche Halbinsel, welche nur auf der Seite von Idzumi eine flache, seichte Küste hat, sonst aber durch tiefes Wasser in den vielen kleinen Buchten sich auszeichnet.	174:190	0:360	Zwischen Ise-no-umi und dem östlichsten Theil des Binnenmeeres bilden die Provinzen Ise , Shima , Iga , Yamato , Kii , Kawachi und Idzumi zusammen ebenfalls eine gebirgige und an Naturschönheiten sehr reiche Halbinsel , welche nur auf der Seite von Idzumi eine flache , seichte Küste hat , sonst aber durch tiefes Wasser in den vielen kleinen Buchten sich auszeichnet .	30	0:62	zwischen Ise-No-Umi und d östlich Teil d Binnenmeer bilden d Provinz Isse , Shima , iga , yamato , Chi , Kawachi und Idzumi zusammen ebenfalls eine gebirgig und an Naturschönheit sehr reich Halbinsel , welche nur auf d Seite von Idzumi eine flach , seicht Küste haben , sonst aber durch tief Wasser in d viel klein Bucht sich auszeichnen .	APPR NE KON ART ADJA NN ART NN VVFIN ART NN NE $, NE $, XY $, XY $, NE $, NE KON NE ADV ADV ART ADJA KON APPR NN ADV ADJA NN $, PRELS ADV APPR ART NN APPR NE ART ADJA $, ADJA NN VAFIN $, ADV ADV APPR ADJA NN APPR ART PIAT ADJA NN PRF VVFIN $.	Zwischen Ise-no-umi und dem östlichsten Teil des Binnenmeeres bilden die Provinzen Isse , Shima , Iga , Yamato , Chi , Kawachi und Idzumi zusammen ebenfalls eine gebirgige und an Naturschönheiten sehr reiche Halbinsel , welche nur auf der Seite von Idzumi eine flache , seichte Küste hat , sonst aber durch tiefes Wasser in den vielen kleinen Buchten sich auszeichnet .
Naturschönheit	NN	1846	1	vischer_aesthetik01_1846-9-27	 	Hier wird sich zeigen, was Alles dem System verloren ginge, wenn das Räthsel schon im ersten Theile gelöst, wenn nicht vielmehr der zweite die Naturschönheit zuerst in ihrem vollen Scheine und ihrer Breite darstellen und dann erst in die Phantasie aufheben würde.	143:157	0:263	Hier wird ſich zeigen , was Alles dem Syſtem verloren ginge , wenn das Räthſel ſchon im erſten Theile gelöst , wenn nicht vielmehr der zweite die Naturſchönheit zuerſt in ihrem vollen Scheine und ihrer Breite darſtellen und dann erſt in die Phantaſie aufheben würde .	27	0:46	hier werden sich zeigen , was alle d System verlieren gehen , wenn d Rätsel schon im erst Teil lösen , wenn nicht vielmehr d zweit d Naturschönheit zuerst in ihr voll Schein und ihr Breite darstellen und dann erst in d Phantasie aufheben werden .	ADV VAFIN PRF VVINF $, PRELS PIS ART NN VVPP VVFIN $, KOUS ART NN ADV APPRART ADJA NN VVPP $, KOUS PTKNEG ADV ART ADJA ART NN ADV APPR PPOSAT ADJA NN KON PPOSAT NN VVINF KON ADV ADV APPR ART NN VVINF VAFIN $.	Hier wird sich zeigen , was Alles dem System verloren ginge , wenn das Rätsel schon im ersten Teile gelöst , wenn nicht vielmehr der zweite die Naturschönheit zuerst in ihrem vollen Scheine und ihrer Breite darstellen und dann erst in die Phantasie aufheben würde .
Naturschönheit	NN	1847	1	vischer_aesthetik0201_1847-169-5	 	Näher wird der Vorzug der Naturschönheit vor der Kunstschönheit in ihre Lebendigkeit gesetzt.	26:40	0:93	Näher wird der Vorzug der Naturſchönheit vor der Kunſtſchönheit in ihre Lebendigkeit geſetzt .	5	0:14	nah werden d Vorzug d Naturschönheit vor d Kunstschönheit in ihr Lebendigkeit setzen .	ADJD VAFIN ART NN ART NN APPR ART NN APPR PPOSAT NN VVPP $.	Näher wird der Vorzug der Naturschönheit vor der Kunstschönheit in ihre Lebendigkeit gesetzt .
Naturschönheit	NN	1872	1	carus_zoologie_1872-460-6	 	Motz, Ueber die Empfindung der Naturschönheit bei den Alten.	31:45	0:60	Motz , Ueber die Empfindung der Naturſchönheit bei den Alten .	6	0:11	Motz , über d Empfindung d Naturschönheit bei d Alte .	NE $, APPR ART NN ART NN APPR ART NN $.	Motz , Über die Empfindung der Naturschönheit bei den Alten .
Naturschönheit	NN	1865	1	brehm_thierleben02_1865-12258-50	 	„Wenn man eine Herde Girafen, ‟ sagt Gordon Cumming, „in einem Hain der malerischen und sonnenschirmförmigen Mimosen zerstreut sieht, welche ihre heimischen Ebenen schmücken und an deren letzten Zweigen sie in Folge ihrer gewaltigen Höhe nagen können, müßte man wirklich nicht viel Sinn für Naturschönheiten haben, wollte man den Anblick nicht überaus anziehend finden. ‟	291:307	0:371	„ Wenn man eine Herde Girafen , ‟ ſagt Gordon Cumming , „ in einem Hain der maleriſchen und ſonnenſchirmförmigen Mimoſen zerſtreut ſieht , welche ihre heimiſchen Ebenen ſchmücken und an deren letzten Zweigen ſie in Folge ihrer gewaltigen Höhe nagen können , müßte man wirklich nicht viel Sinn für Naturſchönheiten haben , wollte man den Anblick nicht überaus anziehend finden . ‟	50	0:63	" wenn man eine Herde Giraffe , " sagen Gordon Cumming , " in eine Hain d malerisch und sonnenschirmförmig Mimose zerstreuen sehen , welche ihr heimisch Ebene schmücken und an die letzte Zweig sie in Folge ihr gewaltig Höhe nagen können , müssen man wirklich nicht viel Sinn für Naturschönheit haben , wollen man d Anblick nicht überaus anziehend finden . "	$( KOUS PIS ART NN NN $, $( VVFIN NE NE $, $( APPR ART NN ART ADJA KON ADJA NN VVPP VVFIN $, PRELS PPOSAT ADJA NN VVINF KON APPR PDS ADJA NN PPER APPR NN PPOSAT ADJA NN VVFIN VMFIN $, VMFIN PIS ADJD PTKNEG PIAT NN APPR NN VAFIN $, VMFIN PIS ART NN PTKNEG ADV ADJD VVINF $. $(	" Wenn man eine Herde Giraffen , " sagt Gordon Cumming , " in einem Hain der malerischen und sonnenschirmförmigen Mimosen zerstreut sieht , welche ihre heimischen Ebenen schmücken und an deren letzten Zweigen sie in Folge ihrer gewaltigen Höhe nagen können , müßte man wirklich nicht viel Sinn für Naturschönheiten haben , wollte man den Anblick nicht überaus anziehend finden . "
