id	krippendorff_coefficient	solved_entirely	solved_partially	percentage_solved_entirely	percentage_solved_partially	mean_krippendorff_coefficient	number_of_krippendorff_zeros	number_of_challenges
fic_1822_7275.txt-216-23-fic_1850_2310.txt-1321-9|fic_1822_7275.txt-530-41-fic_1971_14051.txt-667-2|fic_1825_7041.txt-1647-2-fic_1843_7208.txt-10502-5|fic_1825_7041.txt-1647-2-fic_1853_7732.txt-4-29|	1.0	True	True	0.11422018348623854	0.005963302752293578	0.372641816007309	193	2180
fic_1825_7041.txt-1647-2-fic_1859_1191.txt-2358-42|fic_1825_7041.txt-1647-2-fic_1860_615.txt-1132-40|fic_1825_7041.txt-1647-2-fic_1977_780095.txt-3981-5|fic_1825_7041.txt-1647-2-fic_1988_10770.txt-925-3|	1.0	True	True
fic_1825_7041.txt-1647-2-fic_1993_25005.txt-782-34|fic_1825_7041.txt-1647-2-fic_1996_54472.txt-133-9|fic_1825_7041.txt-1647-2-mag_1979_431971.txt-179-14|fic_1831_7210.txt-510-4-fic_1846_7036.txt-2381-16|	0.0	False	False
fic_1833_7321.txt-162-45-nf_2006_776561.txt-30-8|fic_1834_7252.txt-206-4-mag_1845_587596.txt-153-9|fic_1834_7252.txt-206-4-nf_1849_762578.txt-1803-0|fic_1834_7323.txt-604-27-fic_1850_2310.txt-1321-9|	1.0	True	True
fic_1835_7272.txt-2343-15-fic_1852_9832.txt-757-5|fic_1835_7353.txt-1190-8-mag_1855_556005.txt-194-2|fic_1839_7352.txt-2123-7-mag_1855_556005.txt-194-2|fic_1839_8698.txt-603-9-fic_1854_5388.txt-1142-35|	0.0	False	False
fic_1842_7206.txt-3926-5-fic_1845_7170.txt-9891-50|fic_1843_7325.txt-1640-7-fic_1997_54614.txt-159-18|fic_1844_7135.txt-185-2-fic_1988_10770.txt-925-3|fic_1844_7148.txt-178-16-mag_1855_556005.txt-194-2|	1.0	True	True
fic_1845_7103.txt-562-47-fic_1852_9832.txt-757-5|fic_1845_7170.txt-10380-7-fic_1971_14051.txt-667-2|fic_1845_7170.txt-9891-50-nf_1857_753133.txt-1759-5|fic_1846_200.txt-3364-3-fic_2007_34112.txt-95-13|	1.0	True	True
fic_1846_7036.txt-2381-16-fic_1855_9098.txt-10134-2|fic_1846_7036.txt-2381-16-fic_1971_782005.txt-463-14|fic_1846_7036.txt-2381-16-fic_1989_782038.txt-2490-5|fic_1846_7036.txt-2381-16-mag_1855_556005.txt-194-2|	1.0	True	True
fic_1847_1094.txt-4528-4-mag_1855_556005.txt-194-2|fic_1849_2605.txt-1007-13-fic_1851_3300.txt-1083-18|fic_1849_5295.txt-962-22-fic_1851_3300.txt-1083-18|fic_1849_7167.txt-1658-7-fic_1967_10491.txt-4998-1|	0.0	False	False
fic_1849_7218.txt-2032-3-fic_1997_54614.txt-159-18|fic_1849_7218.txt-3369-36-fic_1850_2310.txt-1321-9|fic_1850_2310.txt-1321-9-fic_1970_10525.txt-2314-16|fic_1850_2310.txt-1321-9-fic_1971_14051.txt-667-2|	1.0	True	True
fic_1850_2310.txt-1321-9-fic_1987_780057.txt-318-5|fic_1850_2310.txt-1321-9-fic_1998_43428.txt-168-2|fic_1850_2310.txt-1321-9-news_1970_729010.txt-127-17|fic_1850_7171.txt-326-12-fic_1854_5388.txt-1142-35|	1.0	True	True
fic_1851_3300.txt-1083-18-fic_1852_593.txt-3856-10|fic_1851_3300.txt-1083-18-fic_1854_5388.txt-1142-35|fic_1851_3300.txt-1083-18-fic_1993_1040090.txt-2612-8|fic_1851_3300.txt-1083-18-fic_1993_25029.txt-3169-3|	1.0	True	True
fic_1851_3300.txt-1083-18-mag_1855_556005.txt-194-2|fic_1851_3300.txt-1083-18-nf_1834_755185.txt-2925-9|fic_1852_69.txt-6782-7-fic_1997_54614.txt-159-18|fic_1852_9232.txt-4688-51-fic_1988_10770.txt-925-3|	1.0	True	True
fic_1852_9832.txt-2197-8-mag_1855_556005.txt-194-2|fic_1852_9832.txt-3009-7-fic_1988_10770.txt-925-3|fic_1852_9832.txt-757-5-fic_1854_5388.txt-1142-35|fic_1852_9832.txt-757-5-fic_1973_10570.txt-2425-28|	1.0	True	True
fic_1852_9832.txt-757-5-fic_1976_23909.txt-198-3|fic_1852_9832.txt-757-5-fic_2001_29742.txt-130-10|fic_1852_9832.txt-757-5-fic_2008_36241.txt-90-1|fic_1852_9832.txt-757-5-mag_1996_424983.txt-549-1|	1.0	True	True
fic_1852_9832.txt-757-5-nf_1857_753133.txt-1759-5|fic_1852_9832.txt-757-5-nf_2006_776561.txt-30-8|fic_1853_4303.txt-2902-31-fic_1853_7732.txt-4-29|fic_1854_5388.txt-1142-35-fic_1855_2965.txt-1882-18|	1.0	True	True
fic_1854_5388.txt-1142-35-fic_1988_10770.txt-925-3|fic_1854_5388.txt-1142-35-fic_2007_34112.txt-95-13|fic_1854_5388.txt-1142-35-news_1992_605805.txt-59-34|fic_1855_2965.txt-1490-13-mag_1855_556005.txt-194-2|	0.0	False	False
fic_1857_3100.txt-1597-1-nf_2006_776561.txt-30-8|fic_1858_9768.txt-412-5-fic_2008_36241.txt-90-1|fic_1858_9768.txt-412-5-mag_1850_565942.txt-396-5|fic_1860_9817.txt-1654-35-fic_1992_40272.txt-627-18|	1.0	True	True
fic_1960_10402.txt-8830-8-mag_1980_491790.txt-342-2|fic_1962_14199.txt-2624-7-fic_2008_36241.txt-90-1|fic_1962_23789.txt-370-2-fic_1997_54614.txt-159-18|fic_1964_781988.txt-1664-7-fic_1997_54614.txt-159-18|	1.0	True	True
fic_1965_10467.txt-3637-5-nf_1857_753133.txt-1759-5|fic_1966_781993.txt-4419-9-nf_1834_755185.txt-2925-9|fic_1971_14051.txt-667-2-mag_1854_555969.txt-139-11|fic_1971_14051.txt-667-2-mag_1997_428407.txt-43-45|	1.0	True	True
fic_1971_14051.txt-667-2-nf_1834_755185.txt-2925-9|fic_1971_14051.txt-667-2-nf_1849_762578.txt-1803-0|fic_1971_23878.txt-100-32-fic_1997_54614.txt-159-18|fic_1971_782009.txt-2373-20-fic_2007_34112.txt-95-13|	1.0	True	True
