lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment
aufrechterhalten	2532889X_1946-11-03_01_032.tcf.xml-61-24	nn_nrhz213b_1849-70-26	Erstens: England erkennt die Souveränität Aegyptens über den Sudan grundsätzlich an. aber die bisherige Verwaltung wird „im Interesse des sudanesischen Volkes aufrechterhalten", bis die Sudanesen durch Volksabstimmung sich über die von Ihnen gewünschte Reglerungsfonn aussprechen.	Schließlich dankt sie Gott und ihrem Volke für den loyalen Geist der Nation und hofft, die Kammern würden ihr helfen, das Gerüst der Konstitution aufrechtzuerhalten, das auf Freiheit und Gleichheit basirt sei.	159:175	146:164	4.0
aufrechterhalten	2532889X_1948-03-04_01_030.tcf.xml-23-15	26120215_1957_05_07_01_003.tcf.xml-16-10	Immer dichter wurde der milchige Schleier und immer schwieriger wurde es. den Messeverkehr. aufrechtzuerhalten.	So konnten sie weiter die verhängnisvolle Koalition mit der Adenauer-CDU aufrechterhalten.	92:110	73:89	4.0
aufrechterhalten	2532889X_1948-03-28_01_322.tcf.xml-3-32	2532889X_1972-10-21_01_236.tcf.xml-37-57	Wie „Deutschlands Stimme" dazu beachtet, regiert Papen von seinem Arbeltslager aus welter seine ausgedehnten Besitztümer im Saargebiet, Die Verbindung zwischen seinen saarländischen Besitztümern wird durch seinen Sohn • aufrechterhalten, der ungehindert ins Saargebiet fahren kann und die Schlösser, Jagd-nnd Landhäuser seines Vaters inspiziert.	— Um die entstandene neue Lage in Europa zu festigen, muß — genauso wie seinerzeit um die Ratifizierung der Verträge — heute ein entschiedener Kampf um die Einhaltung dieser Verträge und Abkommen geführt werden, nicht zuletzt auch gegen alle Versuche, das Vierseitige Abkommen über Westberlin zu verfälschen und auszuhöhlen und die Reste der Frontstadt-Ideologie aufrechtzuerhalten.	220:236	363:381	3.0
aufrechterhalten	2532889X_1949-02-09_01_048.tcf.xml-31-3	2532889X_1978-12-06_01_108.tcf.xml-12-17	Diese Exportpraxis bleibt aufrechterhalten zum Schaden der deutschen Wirtschaft.	Sie will ihre freundschaftlichen Beziehungen zu Indien, Bangladesh, Iran, Pakistan und der VR China aufrechterhalten und weiterentwickeln	26:42	100:116	4.0
aufrechterhalten	2532889X_1949-02-09_01_048.tcf.xml-31-3	schwappach_forstpolitik_1894-4946-14	Diese Exportpraxis bleibt aufrechterhalten zum Schaden der deutschen Wirtschaft.	Die Fischerei auf offener See wird beiderseits durch Kreuzer beaufsichtigt, welche die Ordnung aufrechtzuerhalten und gegebenen Falls sofortige Untersuchung und Verhaftung vorzunehmen haben.	26:42	95:113	4.0
aufrechterhalten	2532889X_1949-03-06_01_094.tcf.xml-28-15	26120215_1973_01_21_01_016.tcf.xml-11-16	Den Rotarmisten, die ebenfalls Komsomolzen waren, fiel es immer schwerer, die Ordnung aufrechtzuerhalten.	Im Geräteteil werden eine Temperatur von plus 20 Grad Celsius und ein Druck von 800 Torr aufrechterhalten.	86:104	89:105	3.0
aufrechterhalten	2532889X_1950-10-04_01_063.tcf.xml-20-9	schwappach_forstpolitik_1894-4946-14	Auch dieser Scheinbetrieb wurde lediglich zum TZwecK von Währungsmanipulationen aufrechterhalten.	Die Fischerei auf offener See wird beiderseits durch Kreuzer beaufsichtigt, welche die Ordnung aufrechtzuerhalten und gegebenen Falls sofortige Untersuchung und Verhaftung vorzunehmen haben.	80:96	95:113	3.0
aufrechterhalten	2532889X_1952-11-06_01_003.tcf.xml-40-8	26120215_1963_04_05_01_058.tcf.xml-19-18	Wenn die Brigaden die im Wettbewerb erreichten Leistungen aufrechterhalten, so bedeutet dies, daß die Grobblechfertigung im II. Halbjahr 1952 um etwa 600000 DM billiger sein wird als im Jahre 1951.	„Für uns kommt es jetzt darauf an, um jeden Preis die während des Streiks erzielte Einheit aufrechtzuerhalten.	58:74	91:109	4.0
aufrechterhalten	2532889X_1953-06-26_01_050.tcf.xml-38-27	brunner_rechtsgeschichte02_1892-9290-10	Aber die Betriebe, die Landwirtschaft, der Staat sind ohne Ingenieure, Chemiker, Agronomen, Ärzte usw., d. h.. ohne Intelligenz, nicht aufrechtzuerhalten.	Der Grundsatz der Unanfechtbarkeit wurde nach älterem Rechte selbst dann aufrechterhalten, wenn beide Prozessparteien Königsurkunden vorlegten, die sich gegenseitig widersprachen.	135:153	73:89	3.0
aufrechterhalten	2532889X_1954-05-01_01_098.tcf.xml-10-20	2532889X_1972-10-21_01_236.tcf.xml-37-57	Der Militarismus ist das Mittel, mit dessen Hilfe de Junker und Monopolherren ihre AusbeuterherrKchaft über das eigene Volk gewaltsam aufrechterhalten wollen, er ist ihr Instrument, andere Völker durch Kriege zu unterjochen.	— Um die entstandene neue Lage in Europa zu festigen, muß — genauso wie seinerzeit um die Ratifizierung der Verträge — heute ein entschiedener Kampf um die Einhaltung dieser Verträge und Abkommen geführt werden, nicht zuletzt auch gegen alle Versuche, das Vierseitige Abkommen über Westberlin zu verfälschen und auszuhöhlen und die Reste der Frontstadt-Ideologie aufrechtzuerhalten.	134:150	363:381	4.0
