lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment
packen	2532889X_1947-03-02_01_050.tcf.xml-28-23	2532889X_1948-01-04_01_041.tcf.xml-68-13	Und Anton Wohlbrück, der einstmals auch in Deutschland sehr beliebte Filmschauspieler, der hier einer der bekanntesten Schauspieler Englands geworden ist, packt seine sieben Sachen, um — veranlaßt durch eine amerikanische Filmgesellschaft — einer Einladung nach Deutschland Tollte zu leisten.	„Morgen nacht schon. sagst du?" fragte er dann und packte den Matrosen an der Schulter.	155:160	51:57	2.0
packen	2532889X_1947-03-02_01_050.tcf.xml-28-23	26120215_1960_05_11_01_125.tcf.xml-33-10	Und Anton Wohlbrück, der einstmals auch in Deutschland sehr beliebte Filmschauspieler, der hier einer der bekanntesten Schauspieler Englands geworden ist, packt seine sieben Sachen, um — veranlaßt durch eine amerikanische Filmgesellschaft — einer Einladung nach Deutschland Tollte zu leisten.	Doch wenn es jemand versteht, ihnen ein interessantes Thema packend vorzutragen, dann vergessen sie über aller Spannung, daß sie eigentlich immer ein bißdien herumnörgeln und auffallen wollen.	155:160	60:67	1.0
packen	2532889X_1947-03-02_01_050.tcf.xml-28-23	blumenbach_kleineschriften_1800-440-19	Und Anton Wohlbrück, der einstmals auch in Deutschland sehr beliebte Filmschauspieler, der hier einer der bekanntesten Schauspieler Englands geworden ist, packt seine sieben Sachen, um — veranlaßt durch eine amerikanische Filmgesellschaft — einer Einladung nach Deutschland Tollte zu leisten.	Daß der abgenommene Kopf der amerikanischen Schildkröte noch am andern Tage einen entgegen gehaltenen Stock fest mit den Kinnbacken gepackt habe, hat mir aus eigener Erfahrung der englische Obriste Gardner erzählt.	155:160	132:139	2.0
packen	2532889X_1947-03-08_01_058.tcf.xml-22-1	2532889X_1968-09-30_01_074.tcf.xml-75-0	Bertha packte ihn und warf ihn wieder aufs Brett; auch ihr war ängstlich zumute, aber sie unterdrückte das.	Packend in ihrer unbeugsamen Härte und fanatischen Besessenheit gestaltete Erika Pelikowsky die alte Leßtorff -Bäuerin.	7:13	0:7	2.0
packen	2532889X_1947-03-08_01_058.tcf.xml-22-1	grimm_maerchen02_1857-1616-1	Bertha packte ihn und warf ihn wieder aufs Brett; auch ihr war ängstlich zumute, aber sie unterdrückte das.	Darauf packte er die Katze und stach ihr die Augen aus; nun fehlte nur noch das Herz.	7:13	7:13	4.0
packen	2532889X_1947-07-22_01_135.tcf.xml-13-2	brehm_thierleben03_1866-17462-9	Ein.Geschäftsreisender packt seine über die Zonengrenze geschmuggelte Ware aus und spendiert Schnaps an die umstehenden Mitrtlsenden. tiOOQ Zigaretten und einen Hoffer wA \ Schnaps hil er ohne. aufzujaUmi fübergebrachl '..	Einen Sperling, welcher ihm zu nahe kam, packte er mit dem Schnabel und schüttelte ihn tüchtig hin und her; doch gelang es dem Spatz, wieder frei zu kommen.	23:28	41:47	2.0
packen	2532889X_1948-01-04_01_041.tcf.xml-68-13	2532889X_1983-07-09_01_079.tcf.xml-21-6	„Morgen nacht schon. sagst du?" fragte er dann und packte den Matrosen an der Schulter.	Dieser Roman vermag noch heute zu packen, nicht zuletzt durch eine Fülle authentischer Details.	51:57	34:40	2.0
packen	2532889X_1948-01-04_01_041.tcf.xml-68-13	pfeiffer_frauenfahrt03_1850-2074-18	„Morgen nacht schon. sagst du?" fragte er dann und packte den Matrosen an der Schulter.	Während dem aber war einer der Unsrigen vom Pferde gesprungen, hatte einen der Bursche bei der Brust gepackt, hielt ihm die geladene Pistole vor’s Gesicht und drohte, ihn zu erschießen.	51:57	101:108	4.0
packen	2532889X_1948-12-28_01_044.tcf.xml-63-19	2532889X_1968-09-30_01_074.tcf.xml-75-0	Zusammen mit Tausenden anderer Kämpfer — ebensolchen, wie er einer war, ebenso dürftig und zerlumpt, doch gepackt von der lodernden Begeisterung des Kampfes für die Macht ihrer Klasse hatte er sein Heimatland hin und her durchstreift und war nur zweimal aus dem Wirbelsturm herausgekommen: einmal wesen einer Wunde an der Hüfte, und das zweitemal, als er im eisigen Februar 1920 vom Fieber des Typhus geuackt wurde.	Packend in ihrer unbeugsamen Härte und fanatischen Besessenheit gestaltete Erika Pelikowsky die alte Leßtorff -Bäuerin.	106:113	0:7	4.0
packen	2532889X_1948-12-28_01_044.tcf.xml-63-19	26120215_1960_02_04_01_251.tcf.xml-50-1	Zusammen mit Tausenden anderer Kämpfer — ebensolchen, wie er einer war, ebenso dürftig und zerlumpt, doch gepackt von der lodernden Begeisterung des Kampfes für die Macht ihrer Klasse hatte er sein Heimatland hin und her durchstreift und war nur zweimal aus dem Wirbelsturm herausgekommen: einmal wesen einer Wunde an der Hüfte, und das zweitemal, als er im eisigen Februar 1920 vom Fieber des Typhus geuackt wurde.	Er packte das Grammophon (welches gerade das Lied „Quand l' amour meurt" spielte), er hob es hoch und warf es dem Manne an den Kopf.	106:113	3:9	2.0
