lemma	label	mapped_label	hit	difference	hit_percentage	large_difference_percentage
afternoon	4	4	True	0	0.5296912114014252	0.0998812351543943
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	3	4	False	1
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	3	4	False	1
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	3	4	False	1
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	3	4	False	1
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	3	4	False	1
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
afternoon	4	4	True	0
attack	4	4	True	0
attack	3	2	False	1
attack	4	3	False	1
attack	3	2	False	1
