lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment
part	fic_1966_10474.txt-9144-22	fic_1978_23930.txt-137-9	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	around and moving away from the platform to other parts of the grounds.	116:120	50:55	2.0
part	fic_1966_10474.txt-9144-22	fic_1995_39282.txt-1489-24	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	Ever since that Robert White business up in El Salvador, they suspect all us diplomats of being flaming liberals, unless we're part of the inner circle.	116:120	127:131	2.0
part	fic_1966_10474.txt-9144-22	fic_2003_30073.txt-45-6	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	Sometimes that knowledge seemed the worst part of my loss.	116:120	42:46	2.0
part	fic_1966_10474.txt-9144-22	fic_2009_36422.txt-25-3	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	In several other parts of the world people are being denied their life, or stolen from their life to be sold.	116:120	17:22	2.0
part	fic_1966_10474.txt-9144-22	mag_1851_566010.txt-183-27	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	Every day opens new and lucrative field, of enterprise, while all the established modes of gain furnish an average return of profits unknown in other parts of the world.	116:120	150:155	2.0
part	fic_1966_10474.txt-9144-22	mag_1851_566015.txt-55-22	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	This idea is destined to revolutionize the navies of the world -- to turn the very expensive, and for the greater part of the time idle, or no better	116:120	114:118	2.0
part	fic_1966_10474.txt-9144-22	mag_1852_504512.txt-37-17	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	no means impossible that the theory may have been originated by several persons independently during the last part of the sixteenth and the early part of the seventeenth centuries.	116:120	110:114	1.0
part	fic_1966_10474.txt-9144-22	mag_1971_491323.txt-31-34	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	The Americans do not think that man and woman have either the duty or the right to per -- form the same offices, but they show an equal regard for both their respective parts; and.	116:120	169:174	3.0
part	fic_1966_10474.txt-9144-22	mag_1991_422282.txt-25-21	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	When a Washington, D.C., woman complained in the mid-1970s of retaliation by a supervisor after she refused to take part in an " after-hours affair, " a federal judge ruled that the 1964 Civil Rights Act, which bars sex discrimination, did not apply.	116:120	116:120	4.0
part	fic_1966_10474.txt-9144-22	news_1983_735633.txt-13-17	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	In the notes to its financial statements, American Agronomics said Chase Manhattan Ban agreed to defer part of a quarterly loan installment of $333,184 that was due Oct. 1 and an installment on another loan due Jan. 1 until last Friday.	116:120	103:107	2.0
