lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment
Dynamik	2532889X_1953-11-26_01_062.tcf.xml-51-15	clausewitz_krieg03_1834-1102-43	Hier gewann man allerdings den Eindruck, daß die. mitreißende Dirieentenkunsi des Wiener Gastes Dynamik und Tempo dieser Sinfonie überzogen hatte.	Der kriegerische Akt braucht seine Zeit wie jedes Ding auf Erden; man kann nicht in acht Tagen zu Fuß von Wilna nach Moskau gehen, das versteht sich; aber von einer Wechselwirkung zwischen Zeit und Kraft, wie sie in der Dynamik statt findet, ist hier keine Spur.	96:103	220:227	1.0
Dynamik	2532889X_1953-11-26_01_062.tcf.xml-51-15	reil_curmethode_1803-1433-23	Hier gewann man allerdings den Eindruck, daß die. mitreißende Dirieentenkunsi des Wiener Gastes Dynamik und Tempo dieser Sinfonie überzogen hatte.	So entsteht eine fortdauernde und höhere Ordnung von Handlungen, unmittelbar in dem Brennpunkt des Nervensystems, die vorzüglich auf die Temperatur seiner Dynamik einen entschiedenen Einfluss hat.	96:103	155:162	2.0
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1972-07-16_01_136.tcf.xml-17-12	.. Sie schufen nicht nur eine mächtige Waffe..., 6 ondern führten auch eine große Zahl wichtiger wissenschaftlicher Arbeiten über die Dynamik der Gase, Fragen des Verbrennungsprozesses, der Wärmeübertragung, der Schaffung neuer Materialien und Brennstoffe, über Fertigungsprobleme, das.	Sitte, der es in meisterhafter Art verstanden hat, die kraftvolle Dynamik des im Wasser auf schnelle Vorwärtsbewegung bedachten Athleten zu erfassen und auf der Leinwand umzusetzen.	134:141	66:73	3.0
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1976-07-01_01_039.tcf.xml-9-12	.. Sie schufen nicht nur eine mächtige Waffe..., 6 ondern führten auch eine große Zahl wichtiger wissenschaftlicher Arbeiten über die Dynamik der Gase, Fragen des Verbrennungsprozesses, der Wärmeübertragung, der Schaffung neuer Materialien und Brennstoffe, über Fertigungsprobleme, das.	Es kann für uns keinen Zweifel daran geben, daß die außerordentliche Dynamik dieser Entwicklung, deren positive Auswirkungen auf das Leben unserer Völker mit jedem Tag stärker werden, vor allem dem einigen Vorgehen der kommunistischen und Arbeiterparteien zuzuschreiben ist, die ihren Kampf und ihre Politik auf die wissenschaftlichen und wahrhaft revolutionären Erkenntnisse des Marxismus-Leninismus begründen.	134:141	69:76	2.0
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1976-10-19_01_219.tcf.xml-6-10	.. Sie schufen nicht nur eine mächtige Waffe..., 6 ondern führten auch eine große Zahl wichtiger wissenschaftlicher Arbeiten über die Dynamik der Gase, Fragen des Verbrennungsprozesses, der Wärmeübertragung, der Schaffung neuer Materialien und Brennstoffe, über Fertigungsprobleme, das.	Genossen und Kollegen denken dabei an die gefragten Radiogeräte „Dynamik" und den Kassetten-und Radiorekorder.	134:141	65:72	2.0
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1978-10-03_01_042.tcf.xml-5-11	.. Sie schufen nicht nur eine mächtige Waffe..., 6 ondern führten auch eine große Zahl wichtiger wissenschaftlicher Arbeiten über die Dynamik der Gase, Fragen des Verbrennungsprozesses, der Wärmeübertragung, der Schaffung neuer Materialien und Brennstoffe, über Fertigungsprobleme, das.	Im Metropol-Theater konnte man sich unschwer davon überzeugen, was solche Dynamik in der Erfindung tänzerischer Formen tür einen Gewinn am Unmittelbarkeit, an Ausstrahlungskraft und Vitalität bedeutet.	134:141	74:81	2.0
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1986-10-02_01_059.tcf.xml-25-5	.. Sie schufen nicht nur eine mächtige Waffe..., 6 ondern führten auch eine große Zahl wichtiger wissenschaftlicher Arbeiten über die Dynamik der Gase, Fragen des Verbrennungsprozesses, der Wärmeübertragung, der Schaffung neuer Materialien und Brennstoffe, über Fertigungsprobleme, das.	Diese Zahnarztgeschichten haben ihre eigene Dynamik erlangt, die auf Fortsetzung drängt..	134:141	44:51	2.0
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1986-11-07_01_041.tcf.xml-221-12	.. Sie schufen nicht nur eine mächtige Waffe..., 6 ondern führten auch eine große Zahl wichtiger wissenschaftlicher Arbeiten über die Dynamik der Gase, Fragen des Verbrennungsprozesses, der Wärmeübertragung, der Schaffung neuer Materialien und Brennstoffe, über Fertigungsprobleme, das.	Die DDR verfügt über alle Potenzen, um auch künftig eine hohe Dynamik der gesellschaftlichen Entwicklung zu gewährleisten und die Anforderungen unserer Zeit erfolgreich im Interesse und zum Wohle der Menschen zu bewältigen.	134:141	62:69	2.0
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1987-10-08_01_011.tcf.xml-31-2	.. Sie schufen nicht nur eine mächtige Waffe..., 6 ondern führten auch eine große Zahl wichtiger wissenschaftlicher Arbeiten über die Dynamik der Gase, Fragen des Verbrennungsprozesses, der Wärmeübertragung, der Schaffung neuer Materialien und Brennstoffe, über Fertigungsprobleme, das.	Stabilität, Dynamik und Zielstrebigkeit, wie sie für die Realisierung ' der Beschlüsse des XI. Parteitages der SED zur weiteren Gestaltung der entwickelten sozialistischen Gesellschaft charakteristisch sind, erhalten um so größeres Gewicht, als sie zugleich die internationale Position der DDR stärken.	134:141	12:19	2.0
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1989-06-19_01_034.tcf.xml-28-20	.. Sie schufen nicht nur eine mächtige Waffe..., 6 ondern führten auch eine große Zahl wichtiger wissenschaftlicher Arbeiten über die Dynamik der Gase, Fragen des Verbrennungsprozesses, der Wärmeübertragung, der Schaffung neuer Materialien und Brennstoffe, über Fertigungsprobleme, das.	Ja, besonders das Bildungswesen unseres Landes verdeutlicht die Richtigkeit unseres gesellschaftspolitischen Prinzips der Kontinuität in der Dynamik und der Dynamik in der Kontinuität.	134:141	157:164	2.0
