lemma	label	cosine_similarity	spearman_correlation
abbauen	2.0	0.4415367841720581	0.7351388199302153
abbauen	3.0	0.7157884240150452
abbauen	2.0	0.41297414898872375
abbauen	4.0	0.7230794429779053
abbauen	4.0	0.3599570393562317
abbauen	3.5	0.49411341547966003
abbauen	2.5	0.6608966588973999
abbauen	2.0	0.6497939825057983
abbauen	2.0	0.7603205442428589
abbauen	3.0	0.6963722705841064
abbauen	2.0	0.3543543219566345
abbauen	1.5	0.26907777786254883
abbauen	2.0	0.30797308683395386
abbauen	4.0	0.8995553255081177
abbauen	3.5	0.8033499717712402
abbauen	3.0	0.7583953142166138
abbauen	2.5	0.41267919540405273
abbauen	2.0	0.3298594355583191
abbauen	4.0	0.7194370627403259
abbauen	2.5	0.6863038539886475
abbauen	4.0	0.827394962310791
abbauen	4.0	0.5629205107688904
abbauen	4.0	0.5831118822097778
abbauen	2.5	0.40059491991996765
abbauen	4.0	0.8859829902648926
abbauen	4.0	0.7191129326820374
abbauen	2.0	0.44435110688209534
abbauen	4.0	0.9308226108551025
abbauen	3.0	0.6110525131225586
abbauen	2.0	0.31248876452445984
abbauen	3.0	0.28242313861846924
abbauen	3.5	0.8268674612045288
abbauen	4.0	0.8706904649734497
abbauen	4.0	0.8661098480224609
abbauen	3.0	0.5779846906661987
abbauen	2.0	0.5775777101516724
abbauen	2.0	0.6002030968666077
abbauen	4.0	0.92165607213974
abbauen	3.5	0.6256445646286011
abbauen	2.0	0.4295419454574585
abbauen	3.5	0.6176203489303589
abbauen	4.0	0.7296390533447266
abbauen	3.5	0.7231951951980591
abbauen	3.5	0.9239082336425781
abbauen	4.0	0.9295293092727661
abbauen	2.0	0.35953468084335327
abbauen	3.0	0.9497183561325073
abbauen	1.5	0.3024051785469055
abbauen	4.0	0.9318296909332275
abbauen	2.0	0.32798027992248535
abbauen	4.0	0.6606800556182861
abbauen	2.0	0.3955332934856415
abbauen	2.0	0.30212774872779846
abbauen	3.5	0.6527184844017029
abbauen	2.0	0.2180219441652298
abbauen	2.0	0.29203468561172485
abbauen	2.0	0.3362172842025757
abbauen	4.0	0.7948918342590332
abbauen	3.0	0.7223957180976868
abbauen	3.5	0.6864058375358582
abbauen	2.0	0.3149983286857605
abbauen	3.0	0.798060417175293
abbauen	3.0	0.6620416641235352
abbauen	3.5	0.7437941431999207
abbauen	3.0	0.9080162048339844
abbauen	4.0	0.7497448325157166
abbauen	4.0	0.9320274591445923
abbauen	2.0	0.38533055782318115
abbauen	3.5	0.8114510178565979
abbauen	3.0	0.6615713834762573
abbauen	2.0	0.46793797612190247
abbauen	4.0	0.9347764253616333
abbauen	4.0	0.5012865662574768
abbauen	4.0	0.6489051580429077
abbauen	2.0	0.4002342224121094
abbauen	4.0	0.9296068549156189
abbauen	2.0	0.6333743333816528
abbauen	3.5	0.7922122478485107
abbauen	3.0	0.7924283742904663
abbauen	3.0	0.8890210390090942
abbauen	3.5	0.8915376663208008
abbauen	4.0	0.8163816928863525
abbauen	3.0	0.739627480506897
abbauen	4.0	0.7284132242202759
abbauen	2.0	0.5422742366790771
abbauen	2.0	0.38618004322052
