lemma	label	cosine_similarity	spearman_correlation
afternoon	4.0	0.9602293372154236	0.7016882825854275
afternoon	4.0	0.8094114661216736
afternoon	4.0	0.9708572626113892
afternoon	4.0	0.9534533023834229
afternoon	4.0	0.9794622659683228
afternoon	4.0	0.965263843536377
afternoon	4.0	0.975419282913208
afternoon	4.0	0.955817461013794
afternoon	4.0	0.9761715531349182
afternoon	4.0	0.9579196572303772
afternoon	4.0	0.9264857769012451
afternoon	3.0	0.9536935687065125
afternoon	4.0	0.947090744972229
afternoon	4.0	0.961658775806427
afternoon	4.0	0.9631822109222412
afternoon	4.0	0.9532808065414429
afternoon	4.0	0.9703051447868347
afternoon	4.0	0.9700150489807129
afternoon	3.0	0.9324523210525513
afternoon	4.0	0.9448198080062866
afternoon	4.0	0.9715063571929932
afternoon	4.0	0.9163185358047485
afternoon	4.0	0.9465078115463257
afternoon	4.0	0.9364508390426636
afternoon	4.0	0.9743070006370544
afternoon	4.0	0.9017618894577026
afternoon	4.0	0.9629923105239868
afternoon	4.0	0.9744315147399902
afternoon	4.0	0.9361976385116577
afternoon	4.0	0.9728584289550781
afternoon	4.0	0.9305838942527771
afternoon	4.0	0.9583786129951477
afternoon	3.0	0.9678523540496826
afternoon	4.0	0.9565997123718262
afternoon	4.0	0.9752269387245178
afternoon	4.0	0.911388099193573
afternoon	4.0	0.8411381244659424
afternoon	4.0	0.9536268711090088
afternoon	4.0	0.9564985036849976
afternoon	4.0	0.9562011957168579
afternoon	4.0	0.9866024255752563
afternoon	4.0	0.9699944257736206
afternoon	4.0	0.9648664593696594
afternoon	4.0	0.956271231174469
afternoon	4.0	0.7934868335723877
afternoon	4.0	0.9468656182289124
afternoon	4.0	0.9825579524040222
afternoon	4.0	0.9739983081817627
afternoon	4.0	0.9547433853149414
afternoon	4.0	0.9767988920211792
afternoon	4.0	0.8689802885055542
afternoon	4.0	0.9585875272750854
afternoon	4.0	0.963458240032196
afternoon	4.0	0.9641596078872681
afternoon	4.0	0.9454385638237
afternoon	4.0	0.9768789410591125
afternoon	4.0	0.9679974317550659
afternoon	4.0	0.9778537750244141
