lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
abgebrüht	davidis_kochbuch_1849-2062-61	26120215_1957_03_12_01_174.tcf.xml-16-10	2.0	2532889X_1990-08-03_01_044.tcf.xml-3-14	1.0	brehm_thierleben06_1869-15516-1	4.0			['brehm_thierleben06_1869-15516-1', '26120215_1957_03_12_01_174.tcf.xml-16-10', '2532889X_1990-08-03_01_044.tcf.xml-3-14']		3
abgebrüht	davidis_kochbuch_1879-721-7			davidis_kochbuch_1879-5545-9	4.0	2532889X_1956-06-24_01_051.tcf.xml-2-21	2.0	26120215_1963_02_10_01_145.tcf.xml-31-23	1.0	['davidis_kochbuch_1879-5545-9', '2532889X_1956-06-24_01_051.tcf.xml-2-21', '26120215_1963_02_10_01_145.tcf.xml-31-23']		3
abgebrüht	davidis_kochbuch_1849-4049-4	2532889X_1965-06-16_01_189.tcf.xml-9-11	2.0	26120215_1950_04_07_01_018.tcf.xml-3-23	1.0	davidis_kochbuch_1879-5545-9	4.0			['davidis_kochbuch_1879-5545-9', '2532889X_1965-06-16_01_189.tcf.xml-9-11', '26120215_1950_04_07_01_018.tcf.xml-3-23']		3
abgebrüht	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1879-6739-7	4.0	26120215_1957_03_31_02_137.tcf.xml-25-41	2.0	2532889X_1955-12-25_01_118.tcf.xml-118-18	1.0			['davidis_kochbuch_1879-6739-7', '26120215_1957_03_31_02_137.tcf.xml-25-41', '2532889X_1955-12-25_01_118.tcf.xml-118-18']		3
abgebrüht	davidis_kochbuch_1879-5545-9	davidis_kochbuch_1879-753-17	4.0	26120215_1947_05_06_01_050.tcf.xml-83-22	2.0	26120215_1957_05_19_02_149.tcf.xml-23-17	1.0	davidis_kochbuch_1879-3332-4	3.0	['davidis_kochbuch_1879-753-17', 'davidis_kochbuch_1879-3332-4', '26120215_1947_05_06_01_050.tcf.xml-83-22', '26120215_1957_05_19_02_149.tcf.xml-23-17']		4
abgebrüht	brehm_thierleben06_1869-15516-1	davidis_kochbuch_1849-3513-5	4.0			26120215_1954_04_22_01_173.tcf.xml-23-3	2.0	26120215_1950_04_07_01_018.tcf.xml-3-23	1.0	['davidis_kochbuch_1849-3513-5', '26120215_1954_04_22_01_173.tcf.xml-23-3', '26120215_1950_04_07_01_018.tcf.xml-3-23']		3
abgebrüht	davidis_kochbuch_1879-2506-4	2532889X_1963-03-21_01_008.tcf.xml-8-12	1.0	2532889X_1948-05-06_01_089.tcf.xml-53-11	2.0			silberer_traber_1883-605-60	4.0	['silberer_traber_1883-605-60', '2532889X_1948-05-06_01_089.tcf.xml-53-11', '2532889X_1963-03-21_01_008.tcf.xml-8-12']		3
abgebrüht	davidis_kochbuch_1879-753-17	2532889X_1962-07-13_01_039.tcf.xml-23-13	1.0	davidis_kochbuch_1879-3868-23	4.0	2532889X_1963-12-14_01_038.tcf.xml-22-3	2.0			['davidis_kochbuch_1879-3868-23', '2532889X_1963-12-14_01_038.tcf.xml-22-3', '2532889X_1962-07-13_01_039.tcf.xml-23-13']		3
abgebrüht	davidis_kochbuch_1879-555-13	26120215_1966_05_25_01_169.tcf.xml-16-4	2.0	26120215_1963_02_10_01_145.tcf.xml-31-23	1.0			davidis_kochbuch_1879-7217-16	4.0	['davidis_kochbuch_1879-7217-16', '26120215_1966_05_25_01_169.tcf.xml-16-4', '26120215_1963_02_10_01_145.tcf.xml-31-23']		3
abgebrüht	davidis_kochbuch_1849-2367-2	davidis_kochbuch_1849-4053-7	4.0	2532889X_1963-03-21_01_008.tcf.xml-8-12	1.0	26120215_1963_02_10_01_145.tcf.xml-31-23	2.0			['davidis_kochbuch_1849-4053-7', '26120215_1963_02_10_01_145.tcf.xml-31-23', '2532889X_1963-03-21_01_008.tcf.xml-8-12']		3
