lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment
Knotenpunkt	2532889X_1949-06-15_01_053.tcf.xml-89-22	2532889X_1963-02-05_01_006.tcf.xml-10-21	Entsprechend den Hauptaufgaben bei der gegebenen Situation muß sich die Arbeit des Sekretariats auf die Durchführung der Beschlüsse des Vorstandes an den Knotenpunkten, in den wichtigsten Betrieben, in Maschinenausleihstationen oder staatlichen und wirtschaftlichen Organen konzentrieren, in der Schaffung von Beispielen, die die Arbeit aller Organisationen auf eine höhere Stufe heben.	Vordringliche Aufgabe der örtlichen Staatsorgane ist es, in engem Zusammenwirken mit der Wirtschaft und den Verkehrsträgern die festgelegten etwa 160 Knotenpunkte überall ohne Zeitverlust einzurichten und die reibungslose Arbeit auf diesen • Punkten zu organisieren.	154:167	150:162	3.0
Knotenpunkt	2532889X_1949-06-15_01_053.tcf.xml-89-22	mohr_fachwerk02_1875-108-4	Entsprechend den Hauptaufgaben bei der gegebenen Situation muß sich die Arbeit des Sekretariats auf die Durchführung der Beschlüsse des Vorstandes an den Knotenpunkten, in den wichtigsten Betrieben, in Maschinenausleihstationen oder staatlichen und wirtschaftlichen Organen konzentrieren, in der Schaffung von Beispielen, die die Arbeit aller Organisationen auf eine höhere Stufe heben.	man versehe den oberen Knotenpunkt des Füllungstheils (Figur 32) mit dem Zeichen —, den unteren mit dem Zeichen + und den Füllungstheil selbst mit dem Vorzeichen von Δ l.	154:167	23:34	3.0
Knotenpunkt	2532889X_1950-05-07_01_127.tcf.xml-15-4	2532889X_1965-01-30_01_172.tcf.xml-8-3	„sprechenden Verkehrsampeln bald allen Knotenpunkten unserer Stadt eine unentbehrliche Einrichtung sein.	Kreuzungen sind die Knotenpunkte des modernen Großstadtverkehr, das heißt, es sind die Punkte,-in denen sich das Verkehrsgeschehen (f) gewissermaßen gordisch verknotet.	39:52	20:32	4.0
Knotenpunkt	2532889X_1950-05-07_01_127.tcf.xml-15-4	2532889X_1970-04-02_01_150.tcf.xml-46-49	„sprechenden Verkehrsampeln bald allen Knotenpunkten unserer Stadt eine unentbehrliche Einrichtung sein.	Diese Werke sind ein Ausdruck dafür, daß mit der estaltung des entwickelten gesellschaftlichen Systems sich auch eine Literatur herausgebilde hat, die sich als Ganzes nunmeh r auf systemeigenen sozialöko omisehen Grundlagen entfaltet, Dieser Übergang der Literatu auf systemeigene sozialistische Gr undlagen ist ein ganz wesentl er Knotenpunkt in der Gesch te unserer sozialistischen deuts hen Nationalliteratur.	39:52	332:343	2.0
Knotenpunkt	2532889X_1950-05-07_01_127.tcf.xml-15-4	mohr_fachwerk02_1875-108-4	„sprechenden Verkehrsampeln bald allen Knotenpunkten unserer Stadt eine unentbehrliche Einrichtung sein.	man versehe den oberen Knotenpunkt des Füllungstheils (Figur 32) mit dem Zeichen —, den unteren mit dem Zeichen + und den Füllungstheil selbst mit dem Vorzeichen von Δ l.	39:52	23:34	2.0
Knotenpunkt	2532889X_1950-06-28_01_038.tcf.xml-19-26	2532889X_1965-01-30_01_172.tcf.xml-8-3	Ich weiß gewiß, daß alles, was heute in Deutschland und m der ' Welt geschieht, im Familienkreise der „Sonnenbrucks" einen typischen Knotenpunkt gefunden hat.	Kreuzungen sind die Knotenpunkte des modernen Großstadtverkehr, das heißt, es sind die Punkte,-in denen sich das Verkehrsgeschehen (f) gewissermaßen gordisch verknotet.	133:144	20:32	2.0
Knotenpunkt	2532889X_1950-06-28_01_038.tcf.xml-19-26	2532889X_1972-08-22_01_060.tcf.xml-8-11	Ich weiß gewiß, daß alles, was heute in Deutschland und m der ' Welt geschieht, im Familienkreise der „Sonnenbrucks" einen typischen Knotenpunkt gefunden hat.	Hier befindet sich mithin neben der außerordentlich schwierigen Mahd der zweite Knotenpunkt in der Ernte '72.	133:144	80:91	3.0
Knotenpunkt	2532889X_1950-06-28_01_038.tcf.xml-19-26	2532889X_1984-01-30_01_069.tcf.xml-4-5	Ich weiß gewiß, daß alles, was heute in Deutschland und m der ' Welt geschieht, im Familienkreise der „Sonnenbrucks" einen typischen Knotenpunkt gefunden hat.	Die Hafenbar wird zum „Knotenpunkt" vielfältiger Verbindungen zwischen Gastgeber Horst Kobbert und seinen Gästen, zwischen Liedern, Tanz, Artistik und Seemannsgarn („Klock 8, achtern Strom", Sonnabend, 20 Uhr, Fernsehen 1)	133:144	23:34	3.0
Knotenpunkt	2532889X_1950-06-28_01_038.tcf.xml-19-26	2532889X_1984-12-19_01_252.tcf.xml-27-2	Ich weiß gewiß, daß alles, was heute in Deutschland und m der ' Welt geschieht, im Familienkreise der „Sonnenbrucks" einen typischen Knotenpunkt gefunden hat.	Auf einen Knotenpunkt ökonomisch-politischer Widersprüche verwies jüngst im typischen Börseniargon die „Neue Zürcher":	133:144	10:21	3.0
Knotenpunkt	2532889X_1950-06-28_01_038.tcf.xml-19-26	mohr_fachwerk02_1875-85-17	Ich weiß gewiß, daß alles, was heute in Deutschland und m der ' Welt geschieht, im Familienkreise der „Sonnenbrucks" einen typischen Knotenpunkt gefunden hat.	[Formel] wenn man mit u diejenige Spannung des Konstruktionstheils C D bezeichnet, welche durch eine im Knotenpunkt E angebrachte Belastung von der Grösse Eins hervorgerufen wird.	133:144	104:115	2.0
Knotenpunkt	2532889X_1950-06-28_01_038.tcf.xml-19-26	mohr_fachwerk02_1875-98-22	Ich weiß gewiß, daß alles, was heute in Deutschland und m der ' Welt geschieht, im Familienkreise der „Sonnenbrucks" einen typischen Knotenpunkt gefunden hat.	Die Durchbiegung eines Knotenpunktes hat demnach die Richtung nach unten oder nach oben, je nachdem Δ l und das auf den Knotenpunkt bezügliche u gleiche oder entgegengesetzte Vorzeichen haben.	133:144	120:131	2.0
