lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment
bass	basic_usage_1	basic_usage_2	He was playing his bass guitar.	A small bass was swimming in the pond.	19:23	8:12	1.0
bass	basic_usage_1	basic_usage_3	He was playing his bass guitar.	The bass was to much for her ears.	19:23	4:8	3.0
afternoon	fic_1822_7275.txt-216-23	fic_1850_2310.txt-1321-9	Mrs. Daggett, nettled by her sister's hint, rose and said, " that, as she was going in the afternoon to attend a meeting in a distant part of the town, (for, " said she, " no one can say that distance or weather ever keeps me from my duties,) she had no more time to waste. "	She remained in company with the cows all the afternoon.	91:100	46:55	4.0	38189	56276
afternoon	fic_1822_7275.txt-530-41	fic_1971_14051.txt-667-2	Elvira had just got possession, by stealth, of a new novel; that species of reading being absolutely prohibited in Mrs. Wilson's house, she had crept up to the garret, and was promising herself a long afternoon of stolen pleasure. "	On those afternoons by the sea, we knitted, Sheila and I, and talked about poetry and children.	201:210	9:19	4.0
afternoon	fic_1825_7041.txt-1647-2	fic_1843_7208.txt-10502-5	On the afternoon of the same day that Wilson commenced his journey to Quebec, Grace was seated at her father's table, busily engaged in painting glass, -- a fashionable amusement at that period.	He had caught, one afternoon, in company with a crew of political cronies, a small carful of striped-bass and Lafayette fish, in the East river, and was declared the " Hero of Kipp's bay. "	7:16	19:28	4.0
afternoon	fic_1825_7041.txt-1647-2	fic_1853_7732.txt-4-29	On the afternoon of the same day that Wilson commenced his journey to Quebec, Grace was seated at her father's table, busily engaged in painting glass, -- a fashionable amusement at that period.	and the hollow moan Of the fitful breeze had a plaintive tone; And it seemed, though in the heart of June, Like the year's autumnal afternoon.	7:16	132:141	4.0
afternoon	fic_1825_7041.txt-1647-2	fic_1859_1191.txt-2358-42	On the afternoon of the same day that Wilson commenced his journey to Quebec, Grace was seated at her father's table, busily engaged in painting glass, -- a fashionable amusement at that period.	He was very anxious to see his mother; but Doctor R --, desirous of making as great a change in the child's appearance and manner as possible, kept him at his house all night, and until the afternoon of the next day.	7:16	190:199	4.0
afternoon	fic_1825_7041.txt-1647-2	fic_1860_615.txt-1132-40	On the afternoon of the same day that Wilson commenced his journey to Quebec, Grace was seated at her father's table, busily engaged in painting glass, -- a fashionable amusement at that period.	Owing, it may be, to this moral estrangement, - - this chill remoteness of their position, - - there have come to us but a few vague whisperings of what passed in Miriam's interview that afternoon with the sinister personage who had dogged her footsteps ever since the visit to the catacomb.	7:16	187:196	4.0
afternoon	fic_1825_7041.txt-1647-2	fic_1977_780095.txt-3981-5	On the afternoon of the same day that Wilson commenced his journey to Quebec, Grace was seated at her father's table, busily engaged in painting glass, -- a fashionable amusement at that period.	It was openly a fall afternoon, the sun soft and warm in the hills, the trees whispering, trading shadows right up the side of | the mountains, into the high pines and the dark ravines and canyons, and then back down again under the aspens.	7:16	21:30	4.0
afternoon	fic_1825_7041.txt-1647-2	fic_1988_10770.txt-925-3	On the afternoon of the same day that Wilson commenced his journey to Quebec, Grace was seated at her father's table, busily engaged in painting glass, -- a fashionable amusement at that period.	Rememberinghis exhaustion that afternoon, he thought he'd drop off to sleep quickly.	7:16	31:40	4.0
