lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment
überspannen	2532889X_1949-09-28_01_015.tcf.xml-11-25	burckhardt_cicerone_1855-2470-18	Nach der namentlichen Begrüßung -der Nationalpreisträger wies der Oberbürgermeister darauf hin, daß diese -Namen eine Brücke bilden, die ' die Kluft überspannt, die in der Epoche: des Kapitalismus zwischen den -Werktätigen in dön Fabriken und Dörfern. und den Kultur-und Geistesschaffenden bestand.	Im Innern liegt das Unerhörte in der Raumeintheilung; möglichst wenige und dünne Pfeiler mit Spitzbogen umfassen und überspannen hier Räume, wie sie vielleicht überhaupt noch nie mit so wenigen Stützen überwölbt worden waren.	149:159	117:128	4.0
überspannen	2532889X_1952-10-14_01_100.tcf.xml-139-10	2532889X_1975-10-22_01_155.tcf.xml-2-23	Die Konservativen und öle fechten Labour-Führer haben jedoch den Bogen Überspannt; jetzt steigert sich durch den Verlust def nationalen Unabhängigkeit Großbritanniens die Unzufriedenheit über die amerikanische Bevormundung, verstärkt sich die Einsicht, daß das einzige Ergebnis alles dessen zunehmende Arbeitslosigkeit, sinkender Reallohn und Verlust der Außenhandelspositionen auf den Mark ten der kapitalistischen Welt Ist, die Infolge des schnellen Aufstiegs der vom amerikanischen Kapital geförderten westdeutschen und japanischen Konkurrenz immer welter schrumpfen.	• Mit der Fertigstellung der ersten 143 Meter, langen Brükkenhälfte, die in Höhe des Fern-und S-Bahnhofs Berlin-Lichtenberg das Bahngelände überspannt, ist die erste Etappe des größten. Verkehrsbauvorhabens der Hauptstadt erfolgreich abgeschlossen.	71:81	140:150	1.0
überspannen	2532889X_1952-10-14_01_100.tcf.xml-139-10	bluntschli_voelkerrecht_1868-548-14	Die Konservativen und öle fechten Labour-Führer haben jedoch den Bogen Überspannt; jetzt steigert sich durch den Verlust def nationalen Unabhängigkeit Großbritanniens die Unzufriedenheit über die amerikanische Bevormundung, verstärkt sich die Einsicht, daß das einzige Ergebnis alles dessen zunehmende Arbeitslosigkeit, sinkender Reallohn und Verlust der Außenhandelspositionen auf den Mark ten der kapitalistischen Welt Ist, die Infolge des schnellen Aufstiegs der vom amerikanischen Kapital geförderten westdeutschen und japanischen Konkurrenz immer welter schrumpfen.	Dieser statliche Rechtsschutz in der Fremde ist zuweilen von mächtigen Staten anmaßlich und übermüthig überspannt worden, aber im Großen und Ganzen ist es doch ein großer Fortschritt eines wirksamen Völkerrechts, daß der internationale Verkehr und die Rechtssicherheit der Fremden nicht der Willkür einer launischen Statsgewalt Preis gegeben und Staten, welche diese Rechte verletzen, zur Genugthuung und Entschädigung angehalten werden.	71:81	103:113	3.0
überspannen	2532889X_1952-10-14_01_100.tcf.xml-139-10	kleinpaul_poetik_1843-2627-10	Die Konservativen und öle fechten Labour-Führer haben jedoch den Bogen Überspannt; jetzt steigert sich durch den Verlust def nationalen Unabhängigkeit Großbritanniens die Unzufriedenheit über die amerikanische Bevormundung, verstärkt sich die Einsicht, daß das einzige Ergebnis alles dessen zunehmende Arbeitslosigkeit, sinkender Reallohn und Verlust der Außenhandelspositionen auf den Mark ten der kapitalistischen Welt Ist, die Infolge des schnellen Aufstiegs der vom amerikanischen Kapital geförderten westdeutschen und japanischen Konkurrenz immer welter schrumpfen.	Die im Gemüthe des Zuschauers geweckten Empfindungen dürfen jedoch nicht überspannt werden; das Gemüth darf weder durch ein unerträgliches Grausen gemartert, noch durch eine gränzenlose Angst gepeinigt, es soll erhoben werden.	71:81	73:83	3.0
überspannen	2532889X_1952-10-14_01_100.tcf.xml-139-10	rosegger_waldschulmeister_1875-504-12	Die Konservativen und öle fechten Labour-Führer haben jedoch den Bogen Überspannt; jetzt steigert sich durch den Verlust def nationalen Unabhängigkeit Großbritanniens die Unzufriedenheit über die amerikanische Bevormundung, verstärkt sich die Einsicht, daß das einzige Ergebnis alles dessen zunehmende Arbeitslosigkeit, sinkender Reallohn und Verlust der Außenhandelspositionen auf den Mark ten der kapitalistischen Welt Ist, die Infolge des schnellen Aufstiegs der vom amerikanischen Kapital geförderten westdeutschen und japanischen Konkurrenz immer welter schrumpfen.	Der gute Mann hat mir mit ruhigen Worten gesagt, daß ich überspannt und wol krank sein müsse.	71:81	57:67	2.0
überspannen	2532889X_1952-10-14_01_100.tcf.xml-139-10	strauss_jesus01_1835-2171-1	Die Konservativen und öle fechten Labour-Führer haben jedoch den Bogen Überspannt; jetzt steigert sich durch den Verlust def nationalen Unabhängigkeit Großbritanniens die Unzufriedenheit über die amerikanische Bevormundung, verstärkt sich die Einsicht, daß das einzige Ergebnis alles dessen zunehmende Arbeitslosigkeit, sinkender Reallohn und Verlust der Außenhandelspositionen auf den Mark ten der kapitalistischen Welt Ist, die Infolge des schnellen Aufstiegs der vom amerikanischen Kapital geförderten westdeutschen und japanischen Konkurrenz immer welter schrumpfen.	Nur überspannten sie den Bogen dadurch, dass sie den Matthäus so deuteten, als sollten noch in der Geburtsnacht Jesu die Magier angekommen sein.	71:81	4:16	4.0
überspannen	2532889X_1952-10-14_01_100.tcf.xml-139-10	vischer_aesthetik030201_1852-574-37	Die Konservativen und öle fechten Labour-Führer haben jedoch den Bogen Überspannt; jetzt steigert sich durch den Verlust def nationalen Unabhängigkeit Großbritanniens die Unzufriedenheit über die amerikanische Bevormundung, verstärkt sich die Einsicht, daß das einzige Ergebnis alles dessen zunehmende Arbeitslosigkeit, sinkender Reallohn und Verlust der Außenhandelspositionen auf den Mark ten der kapitalistischen Welt Ist, die Infolge des schnellen Aufstiegs der vom amerikanischen Kapital geförderten westdeutschen und japanischen Konkurrenz immer welter schrumpfen.	Daher fordert der §. als höhere Form den mit der geraden Linie, die nun die Gegensätze des erfüllten Lebens andeutet, zusammengestellten Kreis-und Kugel-Ausschnitt: dieser erscheint dann als die Einheit, welche Gegensätze überspannt, zusammenfaßt, auflöst.	71:81	222:232	1.0
überspannen	2532889X_1952-10-14_01_100.tcf.xml-139-10	wackernagel_poetik_1873-3635-58	Die Konservativen und öle fechten Labour-Führer haben jedoch den Bogen Überspannt; jetzt steigert sich durch den Verlust def nationalen Unabhängigkeit Großbritanniens die Unzufriedenheit über die amerikanische Bevormundung, verstärkt sich die Einsicht, daß das einzige Ergebnis alles dessen zunehmende Arbeitslosigkeit, sinkender Reallohn und Verlust der Außenhandelspositionen auf den Mark ten der kapitalistischen Welt Ist, die Infolge des schnellen Aufstiegs der vom amerikanischen Kapital geförderten westdeutschen und japanischen Konkurrenz immer welter schrumpfen.	Denn man erwäge, dass ihm noch im dritten Haupttheile eine Anregung bevorsteht, und zwar hier zu dem Zwecke, dass der Wille zu einem nachhaltigen Entschlusse, so und so zu handeln, gelange; die Gefühlsanregungen des Exordiums bezwecken keine so bedeutende Wirkung, es ist dabei nur auf Wohlwollen für den Redner abgesehen: überspannt man das Gefühl also hier schon, so ist das Mittel stärker als die zunächst beabsichtigte Wirkung, und kommt es dann zum dritten Theile, so ist das Gefühl abgespannt, unempfänglich gegen jede nachdrückliche Einwirkung, unfähig zu jeder kräftigen Willensäusserung.	71:81	323:333	3.0
überspannen	2532889X_1955-05-03_01_035.tcf.xml-56-13	baumstark_encyclopaedie_1835-10729-28	Etwa sieben mal zehn Meter groß ist die Fläche, die das Zelt überspannt und die Zahl der Patienten unter seinem Dach schwankt täglich zwischen 60 und 80 Mann.	Die Wachsbänder kommen hierauf auf die Tafeln, Plane oder Carré's, d. h. Holzgerüste auf einem windstillen, rauch-und staubfreien Grasplatze, welche mit lang-viereckigen Leinwandstücken überspannt und am Rande eingefaßt sind.	61:71	186:196	4.0
überspannen	2532889X_1955-05-03_01_035.tcf.xml-56-13	berlepsch_alpen_1861-1071-7	Etwa sieben mal zehn Meter groß ist die Fläche, die das Zelt überspannt und die Zahl der Patienten unter seinem Dach schwankt täglich zwischen 60 und 80 Mann.	Ein Umstand ists, der manche Erwartung überspannt und zugleich die späteren Effekte merklich abschwächt; — das ist die Introduktion zur italienischen Reise, es ist der erste Tag jenseit der Alpen.	61:71	39:49	1.0
