lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos
twist_nn	nn1	1860	1	fic_1860_9165.txt-1649-9	 	Leonora did not reply, save by a contemptuous twist of her features, and a shake of her head. "	46:51	0:95	Leonora did not reply , save by a contemptuous twist of her features , and a shake of her head . "	9	0:22	leonora do not reply , save by a contemptuous twist of her feature , and a shake of her head . "	np1@_nn1 vdd xx vvi y vv0 ii at1 jj nn1 io appge nn2 y cc at1 nn1 io appge nn1 y "
twist_nn	nn1	1845	1	fic_1845_7103.txt-1406-17	 	A fellow can't drive tandem without having his leader always out of sight ' round some twist or other in ' em.	87:92	0:110	A fellow ca n't drive tandem without having his leader always out of sight ' round some twist or other in ' em .	17	0:24	a fellow can n't drive tandem without have his leader always out of sight ' round some twist or other in ' em .	at1 nn1 vm xx vvi nn1 iw vhg appge nn1 rr ii21 ii22 nn1 ge ii_rp dd nn1 cc jj_nn1@ ii "@ fu y
twist_nn	nn1	1855	1	nf_1855_750257.txt-948-64	 	Then the immense power of muscle is displayed in the concentrated energy of the spring; he flies through the air and settles on the throat, usually throwing his own body over the animal, while his teeth and claws are fixed on the neck; this is the manner in which the spine of an animal is broken -- by a sudden twist, and not by a blow.	312:317	0:337	Then the immense power of muscle is displayed in the concentrated energy of the spring ; he flies through the air and settles on the throat , usually throwing his own body over the animal , while his teeth and claws are fixed on the neck ; this is the manner in which the spine of an animal is broken -- by a sudden twist , and not by a blow .	64	0:72	then the immense power of muscle be display in the concentrated energy of the spring ; he fly through the air and settle on the throat , usually throw his own body over the animal , while his tooth and claw be fix on the neck ; this be the manner in which the spine of an animal be broken -- by a sudden twist , and not by a blow .	rt at jj nn1 io nn1 vbz vvn ii at jj nn1 io at nn1 y pphs1 vvz ii at nn1 cc vvz ii at nn1 y rr vvg appge da nn1 ii at nn1 y cs appge nn2 cc nn2 vbr vvn ii at nn1 y dd1 vbz at nn1 ii ddq at nn1 io at1 nn1 vbz jj_vvn nn1_jj ii at1 jj nn1 y cc xx ii at1 nn1 y
twist_nn	nn1	1859	1	nf_1859_749190.txt-550-6	 	to compass the contrivance of a twist traverse-net machine.	32:37	0:59	to compass the contrivance of a twist traverse-net machine .	6	0:10	to compass the contrivance of a twist traverse-net machine .	ii nn1 at nn1 io at1 nn1 jj_<sub> nn1 y
twist_nn	nn1	1834	1	fic_1834_8947.txt-2024-13	 	Patrick Molony Here he is, your honor -- Pat gave a sly twist from the ground and surprised him!	56:61	0:96	Patrick Molony Here he is , your honor -- Pat gave a sly twist from the ground and surprised him !	13	0:21	patrick molony here he be , your honor -- pat give a sly twist from the ground and surprise him !	np1 np1_nn1 rl pphs1 vbz y appge nn1 z np1_nn1@ vvd at1 jj nn1 ii at nn1 cc vvd@ ppho1 !
twist_nn	nn1	1843	1	mag_1843_555146.txt-498-35	 	And yet, though Bremen has extensive and increasing manufactories of cotton, it has not enabled us to furnish her artisans with more than 12,000 bales of the raw material annually, because British twist continues to be admitted free.	197:202	0:233	And yet , though Bremen has extensive and increasing manufactories of cotton , it has not enabled us to furnish her artisans with more than 12,000 bales of the raw material annually , because British twist continues to be admitted free .	35	0:42	and yet , though bremen have extensive and increase manufactory of cotton , it have not enable us to furnish her artisan with more than 12,000 bale of the raw material annually , because british twist continue to be admit free .	cc rr y cs np1 vhz jj cc jj_vvg nn2 io nn1 y pph1 vhz xx vvn ppio2 to vvi appge nn2 iw dar csn mc nn2 io at jj nn1 rr y cs jj nn1 vvz to vbi vvn jj y
twist_nn	nn1	1843	1	fic_1843_7208.txt-7787-16	 	Mr. Leycraft's case is a very bad one, ' says the keeper with his twist in his mouth.	66:71	0:85	Mr. Leycraft 's case is a very bad one , ' says the keeper with his twist in his mouth .	16	0:21	mr.- leycraft 's case be a very bad one , ' say the keeper with his twist in his mouth .	nnb np1_<sub> ge nn1 vbz at1 rg jj pn1 y "@_ge vvz at nn1 iw appge nn1 ii appge nn1 y
twist_nn	nn2	1855	1	fic_1855_604.txt-1903-14	 	The diddler approaches the bar of a tavern, and demands a couple of twists of tobacco.	68:74	0:86	The diddler approaches the bar of a tavern , and demands a couple of twists of tobacco .	14	0:18	the diddler approach the bar of a tavern , and demand a couple of twist of tobacco .	at nn1_<sub> vvz at nn1 io at1 nn1 y cc vvz@_nn2 at1 nn1 io nn2 io nn1 y
twist_nn	nn1	1827	1	fic_1827_8772.txt-128-9	 	Alberto The world is rank with life, no twist or turn, But some untoward imp has crossed my path, One kicks my heel, or treads upon my foot, Then follows with a thousand score of words: Sir, upon the word of a Catholic; Saints and devils sir, I did not mean it,	40:45	0:261	Alberto The world is rank with life , no twist or turn , But some untoward imp has crossed my path , One kicks my heel , or treads upon my foot , Then follows with a thousand score of words : Sir , upon the word of a Catholic ; Saints and devils sir , I did not mean it ,	9	0:62	alberto the world be rank with life , no twist or turn , but some untoward imp have cross my path , one kick my heel , or tread upon my foot , then follow with a thousand score of word : sir , upon the word of a catholic ; saint and devil sir , i do not mean it ,	np1 at nn1 vbz nn1_jj@ iw nn1 y at_uh nn1 cc nn1_vv0 y ccb dd jj nn1 vhz vvn appge nn1 y pn1 vvz appge nn1 y cc vvz ii appge nn1 y rt vvz iw at1 m nn1 io nn2 y nn1 y ii at nn1 io at1 nn1_jj y np2@_nn2 cc nn2 nn1 y ppis1 vdd xx vvi pph1 y
twist_nn	nn2	1851	1	fic_1851_3300.txt-3435-25	 	Frank and Salisbury were both of them seated on the top of a desk; the former, generally silent, relieved himself by sundry twists and contortions, smacking of the lips, sighs, and turnings of the eyes, varied by a few occasional thumps administered to Salisbury, who sat by him, apparently unconscious of the bellicose attitude of his neighbor, listening	124:130	0:355	Frank and Salisbury were both of them seated on the top of a desk ; the former , generally silent , relieved himself by sundry twists and contortions , smacking of the lips , sighs , and turnings of the eyes , varied by a few occasional thumps administered to Salisbury , who sat by him , apparently unconscious of the bellicose attitude of his neighbor , listening	25	0:68	frank and salisbury be both of them seat on the top of a desk ; the former , generally silent , relieve himself by sundry twist and contortion , smack of the lip , sigh , and turning of the eye , vary by a few occasional thump administer to salisbury , who sit by him , apparently unconscious of the bellicose attitude of his neighbor , listen	np1_jj cc np1 vbdr db2 io ppho2 vvd_vvn ii at nn1 io at1 nn1 y at da y rr jj y vvd ppx1 ii jj nn2 cc nn2 y vvg io at nn2 y vvz_nn2@ y cc nn2 io at nn2 y vvn ii at1 da2 jj nn2 vvn ii np1 y pnqs vvd ii ppho1 y rr jj io at jj nn1 io appge nn1 y vvg
