lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos	context_normalized
Kubikmeter	NN	1828	1	parthey_msgermqu1711_1828-1878-52	 	2, die grosse französische Messung zur Bestimmung des mêtre man hatte nämlich festgesezt, dass der 10 Millionste Theil des Erdquadranten ein mêtre, als Grundlängenmaas sein solle, und man konte hiemit sehr glüklich das Körpermaas verbinden, indem man bestimte, dass 1 Kilogramm gleich sein solte = 1/1000 Kubikmêtre distillirtes Wasser bei seiner grösten Dichtigkeit, d. h. bei +3½ Grad Reaumur.	305:315	0:395	2 , die grosse französische Messung zur Bestimmung des mêtre man hatte nämlich festgesezt , dass der 10 Millionste Theil des Erdquadranten ein mêtre , als Grundlängenmaas sein solle , und man konte hiemit sehr glüklich das Körpermaas verbinden , indem man bestimte , dass 1 Kilogramm gleich sein solte = 1/1000 Kubikmêtre distillirtes Wasser bei seiner grösten Dichtigkeit , d. h. bei +3½ Grad Reaumur .	52	0:67	2 , d groß französisch Meßung zur Bestimmung d metre man haben nämlich festsetzen , dass d 10 millionst Teil d Erdequadrant eine metre , als Grundlängenmaas sein sollen , und man können hiermit sehr glücklich d Körpermaas verbinden , indem man bestimmen , dass 1 Kilogramm gleich sein sollen = 1/1000 Kubikmeter destilliert Wasser bei seine groß Dichtigkeit , d. h. bei +31/2 Grad Réaumur .	CARD $, ART ADJA ADJA NN APPRART NN ART FM PIS VAFIN ADV VVPP $, KOUS ART CARD ADJA NN ART NN ART FM $, KOKOM NN VAINF VMFIN $, KON PIS VMFIN PAV ADV ADJD ART NN VVINF $, KOUS PIS VVFIN $, KOUS CARD NN ADJD VAINF VMFIN XY XY NN ADJA NN APPR PPOSAT ADJA NN $, PDS VVFIN APPR NE NN NE $.	2 , die große französische Messung zur Bestimmung des metre man hatte nämlich festgesetzt , dass der 10 Millionste Teil des Erdquadranten ein mêtre , als Grundlängenmaas sein solle , und man konnte hiermit sehr glücklich das Körpermaas verbinden , indem man bestimmte , dass 1 Kilogramm gleich sein sollte = 1/1000 Kubikmeter destilliertes Wasser bei seiner größten Dichtigkeit , d. h. bei +31/2 Grad Réaumur .
Kubikmeter	NN	1834	1	gerstner_mechanik03_1834-5991-5	 	In jeder Stunde wurden 45 Kubikmeter auf die Höhe von 3,3 Meter gefördert.“	26:36	0:75	In jeder Stunde wurden 45 Kubikmeter auf die Höhe von 3,3 Meter gefördert . “	5	0:15	in jede Stunde werden 45 Kubikmeter auf d Höhe von 3,3 Meter fördern . "	APPR PIAT NN VAFIN CARD NN APPR ART NN APPR CARD NN VVPP $. $(	In jeder Stunde wurden 45 Kubikmeter auf die Höhe von 3,3 Meter gefördert . "
Kubikmeter	NN	1840	1	liebig_agricultur_1840-213-20	 	Das Gewicht eines Cubicdecimeters Kohlensäure zu 2 Grm. angenommen (er wiegt 1,97978 Grm.) absorbirt mithin obige Fläche 2,163 Cubicmeter Kohlensäure in 4 Tagen.	127:137	0:161	Das Gewicht eines Cubicdecimeters Kohlenſäure zu 2 Grm. angenommen ( er wiegt 1,97978 Grm. ) abſorbirt mithin obige Fläche 2,163 Cubicmeter Kohlenſäure in 4 Tagen .	20	0:26	d Gewicht eine Kubikdezimeter Kohlensäure zu 2 Grm. annehmen ( er wiegen 1,97978 Grm. ) absorbieren mithin obig Fläche 2,163 Kubikmeter Kohlensäure in 4 Tag .	ART NN ART NN NN APPR CARD NN VVPP $( PPER VVFIN CARD NN $( VVPP ADV ADJA NN CARD NN NN APPR CARD NN $.	Das Gewicht eines Kubikdezimeters Kohlensäure zu 2 Grm. angenommen ( er wiegt 1,97978 Grm. ) absorbiert mithin obige Fläche 2,163 Kubikmeter Kohlensäure in 4 Tagen .
Kubikmeter	NN	1892	1	nn_maehrisches266_1892-376-10	 	Die Ergiebigkeit wurde zur Zeit der größten Dürre mit 1600 Cubikmeter in 24 Stunden erhoben und verbürgt eine reichliche Versorgung der jetzt circa 12.000 Einwohner zählenden Stadt für viele Decennien.	59:69	0:201	Die Ergiebigkeit wurde zur Zeit der größten Dürre mit 1600 Cubikmeter in 24 Stunden erhoben und verbürgt eine reichliche Verſorgung der jetzt circa 12.000 Einwohner zählenden Stadt für viele Decennien .	10	0:31	d Ergiebigkeit werden zur Zeit d groß Dürre mit 1600 Kubikmeter in 24 Stunde erheben und verbürgen eine reichlich Versorgung d jetzt circa 12.000 Einwohner zählend Stadt für viel Dezennium .	ART NN VAFIN APPRART NN ART ADJA NN APPR CARD NN APPR CARD NN VVPP KON VVFIN ART ADJA NN ART ADV ADV CARD NN ADJA NN APPR PIAT NN $.	Die Ergiebigkeit wurde zur Zeit der größten Dürre mit 1600 Kubikmeter in 24 Stunden erhoben und verbürgt eine reichliche Versorgung der jetzt circa 12.000 Einwohner zählenden Stadt für viele Dezennien .
Kubikmeter	NN	1878	1	wanderley_bauconstructionslehre02_1878-312-11	 	Der österreichische Normalziegel hat 2639 kbzm Inhalt, somit erfordert der Kubikmeter volles Mauerwerk ca. 295— 300 Ziegel incl. 3 % Bruch.	75:85	0:139	Der öſterreichiſche Normalziegel hat 2639 kbzm Inhalt , ſomit erfordert der Kubikmeter volles Mauerwerk ca. 295— 300 Ziegel incl. 3 % Bruch .	11	0:23	d österreichisch Normalziegel haben 2639 Kbzm Inhalt , somit erfordern d Kubikmeter voll Mauerwerk ca. 295-- 300 Ziegel incl. 3 % Bruch .	ART ADJA NN VAFIN CARD NN NN $, ADV VVFIN ART NN ADJA NN ADV CARD CARD NN APPR CARD $( NN $.	Der österreichische Normalziegel hat 2639 kbzm Inhalt , somit erfordert der Kubikmeter volles Mauerwerk ca. 295-- 300 Ziegel incl. 3 % Bruch .
Kubikmeter	NN	1834	1	gerstner_mechanik03_1834-5460-16	 	Bande gesagt wurde, nach der Berechnung 18,651, nach der hierüber festgesetzten Bestimmung aber 19,1953 Kubikmeter Wasser in 24 Stunden gibt.	104:114	0:141	Bande gesagt wurde , nach der Berechnung 18,651 , nach der hierüber festgesetzten Bestimmung aber 19,1953 Kubikmeter Wasser in 24 Stunden gibt .	16	0:23	Bande sagen werden , nach d Berechnung 18,651 , nach d hierüber festgesetzt Bestimmung aber 19,1953 Kubikmeter Wasser in 24 Stunde geben .	NN VVPP VAFIN $, APPR ART NN CARD $, APPR ART PAV ADJA NN ADV CARD NN NN APPR CARD NN VVFIN $.	Bande gesagt wurde , nach der Berechnung 18,651 , nach der hierüber festgesetzten Bestimmung aber 19,1953 Kubikmeter Wasser in 24 Stunden gibt .
Kubikmeter	NN	1875	1	krafft_landwirthschaft01_1875-3709-7	 	Die Menge der Gesammtausleerungen kann zu 0.524 Cubikmeter à 930 Kilogr. veranschlagt werden.	48:58	0:93	Die Menge der Geſammtausleerungen kann zu 0.524 Cubikmeter à 930 Kilogr. veranſchlagt werden .	7	0:14	d Menge d Gesamtausleerung können zu 0.524 Kubikmeter à 930 Kilogr. veranschlagen werden .	ART NN ART NN VMFIN APPR CARD NN APPR CARD NN VVPP VAINF $.	Die Menge der Gesamtausleerungen kann zu 0.524 Kubikmeter à 930 Kilogr. veranschlagt werden .
Kubikmeter	NN	1896	1	samter_erfindungen_1896-3263-7	 	Er füllt zunächst ein Reservoir von 1000 Kubikmetern Inhalt, aus dem die Druckleitungen das Wasser zum ferneren Gebrauche weiter führen.	41:52	0:136	Er füllt zunächſt ein Reſervoir von 1000 Kubikmetern Inhalt , aus dem die Druckleitungen das Waſſer zum ferneren Gebrauche weiter führen .	7	0:22	er füllen zunächst eine Reservoir von 1000 Kubikmeter Inhalt , aus die d Druckleitung d Wasser zum fern Gebrauch weiter führen .	PPER VVFIN ADV ART NN APPR CARD NN NN $, APPR PRELS ART NN ART NN APPRART ADJA NN ADV VVINF $.	Er füllt zunächst ein Reservoir von 1000 Kubikmetern Inhalt , aus dem die Druckleitungen das Wasser zum ferneren Gebrauche weiter führen .
Kubikmeter	NN	1896	1	samter_erfindungen_1896-4975-39	 	Was den Consum der genannten einfachen Brenner betrifft, so beträgt derselbe bei dem Fledermausbrenner pro Stunde 0,14— 0,17, bei dem Fischschwanzbrenner 0,11— 0,14, bei dem Argandbrenner, je nach der Anzahl der Brennlöcher, 0,13— 0,25 Kubikmeter in der Stunde. —	236:246	0:263	Was den Conſum der genannten einfachen Brenner betrifft , ſo beträgt derſelbe bei dem Fledermausbrenner pro Stunde 0,14— 0,17 , bei dem Fiſchſchwanzbrenner 0,11— 0,14 , bei dem Argandbrenner , je nach der Anzahl der Brennlöcher , 0,13— 0,25 Kubikmeter in der Stunde . —	39	0:45	was d Consum d genennt einfach Brenner betreffen , so betragen dieselbe bei d Fledermausbrenner pro Stunde 0,14-- 0,17 , bei d Fischschwanzbrenner 0,11-- 0,14 , bei d Argandbrenner , je nach d Anzahl d Brennloch , 0,13-- 0,25 Kubikmeter in d Stunde . --	PWS ART NE ART ADJA ADJA NN VVFIN $, ADV VVFIN PDAT APPR ART NN APPR NN CARD CARD $, APPR ART NN CARD CARD $, APPR ART NN $, ADV APPR ART NN ART NN $, CARD CARD NN APPR ART NN $. $(	Was den Consum der genannten einfachen Brenner betrifft , so beträgt derselbe bei dem Fledermausbrenner pro Stunde 0,14-- 0,17 , bei dem Fischschwanzbrenner 0,11-- 0,14 , bei dem Argandbrenner , je nach der Anzahl der Brennlöcher , 0,13-- 0,25 Kubikmeter in der Stunde . --
Kubikmeter	NN	1896	1	samter_erfindungen_1896-3166-6	 	Und so haben auch jene 550000 Kubikmeter Wasser, welche innerhalb jeder Minute im Niagarafalle 70 bis 80 Meter herabstürzen, die Augen der Techniker längst auf sich gelenkt.	30:40	0:173	Und ſo haben auch jene 550000 Kubikmeter Waſſer , welche innerhalb jeder Minute im Niagarafalle 70 bis 80 Meter herabſtürzen , die Augen der Techniker längſt auf ſich gelenkt .	6	0:30	und so haben auch jen 550000 Kubikmeter Wasser , welche innerhalb jede Minute im Niagarafalle 70 bis 80 Meter herabstürzen , d Auge d Techniker längst auf sich lenken .	KON ADV VAFIN ADV PDAT CARD NN NN $, PRELS APPR PIAT NN APPRART NN CARD APPR CARD NN VVINF $, ART NN ART NN ADV APPR PRF VVPP $.	Und so haben auch jene 550000 Kubikmeter Wasser , welche innerhalb jeder Minute im Niagarafalle 70 bis 80 Meter herabstürzen , die Augen der Techniker längst auf sich gelenkt .
